firstName,lastName,company,title,biography,facebookUrl,twitterUrl,linkedInUrl,profileImageUri,links
LARRY,WASHINGTON,Junior Achievement,President,"he/him/his

Larry Washington has served as president of Junior Achievement since 2015,  an organization giving young people the knowledge and skills they need to own their economic success, plan for their futures, and make smart academic and economic choices. He also serves as Board Chair of KIPP New Orleans, Board Member of New Orleans Regional Leadership Institute and Steering Committee Member for YouthForce NOLA. Larry is a native of Houston and graduate of the  University of Houston.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/cfe954172bef436bb935a5b80904c382.jpg,WEBSITE - https://www.jagno.org/
SOMETHING BORROWED,BLOOMS,,,"Something Borrowed Blooms is revolutionizing the wedding flower industry by offering premium silk flowers to rent, saving customers over 70% compared to traditional costs and offering a more sustainable product.

Founders:
Lauren Bercier, Co-Founder & CEO
Laken Swan, Co-Founder & CMO",http://www.facebook.com/somethingborrowedblooms,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/19f1760fccdf453190b0623eb6259b0e.jpg,WEBSITE - http://somethingborrowedblooms.com ; INSTAGRAM - https://www.instagram.com/sbblooms/
SHAKA,GAREL,Afrodisiac,Assistant Chef,"Shaka grew up in a Jamaican household as the oldest of three where both parents cooked authentic Jamaican food daily. He was often called upon to assist in the kitchen and that's where his love of food was born. Shaka's father actually always preached the importance of entrepreneurship and eventually opened a family food business wholesaling Jamaican food products and catering. This, and of course connecting with his wife Caron and becoming part of her journey led to the creation of Afrodisiac Food Truck and Catering.",https://www.facebook.com/afrodisiacnola/,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/0779e3363b014f438fe99ed2de34c10e.jpg,INSTAGRAM - https://www.instagram.com/afrodisiacnola/
QUENTIN L.,"MESSER, JR.",New Orleans Business Alliance,President and CEO,"As the leader of the accredited economic development organization (AEDO) focused on growing the Orleans Parish economy, Quentin leads initiatives and programs related to making New Orleans the most attractive city of its size for financial and human capital investment. These initiatives and programs are conducted across four workstreams: business attraction/retention, small business growth, talent and workforce development and strategic neighborhood development. He was named by Biz New Orleans as Businessperson of the Year (2019, Consultants Connect as one of North America’s Top 50 Economic Developers (2019) and selected by Ebony Magazine’s for its Ebony Power 100 as a Power Player (2018). Immediately prior to joining NOLABA, Quentin was the Assistant Secretary for Louisiana Economic Development, (LED) the state department of economic development.",,https://twitter.com/neworleansba,https://www.linkedin.com/company/new-orleans-business-alliance/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/e44d179ecb8448fba785f68160dba518.jpg,WEBSITE - https://www.nolaba.org/
OSMAR,PADILLA,University of New Orleans,Apprenticeships Manager,"A proud New Orleanian, Osmar Padilla is the Apprenticeships Manager at the UNO Innovation Academy. At the intersection of higher education and accessibility, Osmar has spent his career developing programs for non-traditional learners. He is passionate about using learning and development as a vehicle for personal, community, and societal change. Prior to returning home, Osmar spent several years at Emory University in Atlanta as the Assistant Program Manager of Corporate Learning and Partnerships. At Emory, he customized strategies for Fortune 500 companies across several different sectors as businesses aimed to improve employee engagement and productivity and reduce turnover. Before moving to Atlanta, Osmar served as the Program Coordinator for Custom & On-Site Training Programs at LSU. While at LSU, he designed and implemented training solutions for public and private partners throughout the region. Osmar is an LSU alum, having received a bachelor’s degree in Disaster Management and a master’s degree in Adult Learning & Workforce Development.",,,https://www.linkedin.com/in/osmarpadilla/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/1f442f91c2ed49d6a36583e64046ce85.jpg,WEBSITE - https://pace.uno.edu/innovation-academy/
MICAH,FINCHER,Jones Walker LLP,Partner,"he/him/his

Micah Fincher is a partner at the Jones Walker law firm. He advises clients on intellectual property and technology matters, counseling in all aspects of litigation, licensing, and compliance. He helps brand owners maintain and protect international IP portfolios and he develops offensive and defensive IP strategies to protect clients’ innovation. With practical experience in a wide variety of technology areas, he has successfully obtained patents for both simple and complex inventions. Micah also helps clients develop and execute global brand strategies, including portfolio acquisition and maintenance, licensing, and enforcement, and counsels clients on matters involving domain name squatting and infringement and other unlawful uses of social media and other online platforms. In matters that go to litigation, Micah’s comfort and skill in the courtroom help judges and juries understand complex legal and factual issues, and he has experience litigating matters from diverse technology areas.",,https://twitter.com/MicahFincher,https://www.linkedin.com/in/micahfincher,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/bee3e873678a4724999c0c1025aef800.jpg,WEBSITE - https://www.joneswalker.com/en/professionals/micah-j-fincher.html
LAURA,BEAUCHAMP,KeyString Labs at Entergy,Director of Innovation Strategy and Consulting,"she/her/hers

Laura is the director of innovation strategy and consulting at KeyString Labs.  Her team drives the innovation strategy for both the near and long-term for Entergy Corporation.  As KeyString Labs and Entergy reimagines the future of the utility industry, new ideas for products and services are brought to life by focusing on solving the needs of 2.9 million customers.  Utilizing technology, data, design and customer insights, they are building a more robust, sustainable power network for today and future generations.

Laura has been with Entergy for 21 years with roles in accounting, finance, and regulatory.  She is a board member of the Tulane Association of Business alumni and enjoys engaging with current students and new alumni.  

A Louisiana native, she has a BSM in finance and MBA from Tulane University’s A. B. Freeman School of Business.  In her spare time, Laura enjoys traveling, cycling, and volunteering in the community with her wife.",,,https://www.linkedin.com/in/laura-beauchamp-4621281/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/7bc630dab99b4f2c80e19ce3d5d5d55f.jpg,WEBSITE - https://keystringlabs.entergy.com/
MIKE,MOYER,Northwestern University,Adjunct Associate Professor of Entrepreneurship,"Mike is a career entrepreneur and investor who has started and run companies in a variety of industries ranging from clothing manufacturing to marketing technology. Today he runs Slicing Pie, a SaaS company that helps startup founders create perfectly fair equity splits, and MosquitOasis that makes pop-up mosquito net tents for kids.

He teaches entrepreneurship at Northwestern University and has held other faculty appointments at the University of Chicago Booth School of Business and MIT. He has written eight books with a focus on business and entrepreneurship including Pitch Ninja: Powerful Pitching and Presenting. His next book called “Will Work for Pie” comes out later this year.",,https://twitter.com/mikemoyer,https://www.linkedin.com/in/mikemoyer/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/96f91c5a90af4dcb8ddfa94e21d267d4.png,WEBSITE - https://slicingpie.com/
CHUCK,DAVIS,Prodege,CEO and Chairman,"Chuck Davis brings more than 20 years of leadership and strategic experience to his position as CEO & Chairman of Prodege.  Prodege operates a cutting-edge marketing and consumer insights platform that leverages its global audience of reward program members to power its business solutions.  As prior CEO & Chairman of Fandango and CEO of Shopzilla.com, Davis successfully guided both brands to major market sales to Comcast Corporation and E.W. Scripps Co., respectively.  Previously, Mr. Davis launched The Walt Disney Company's e-commerce efforts and had earlier publishing stints at News Corporation's TV Guide and Time Inc.'s Sports Illustrated.  Mr. Davis is a venture partner with TCV and additionally serves as a director at wireless company Boingo Wireless, Inc (NASDAQ: WIFI).  Previously, Mr. Davis served as a trustee for Brown University's Corporation, was elected as the international chairman of The Young President's Organization (YPO), and served for many years as an entrepreneur-in-residence at Harvard Business School.",,https://twitter.com/prodegellc,https://www.linkedin.com/company/prod-g-llc/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/907240c4183b4af1b857ccda3b24bf74.jpg,WEBSITE - https://www.prodege.com/
BRETT,SCHNITTLICH,Lucid,Board Member,"Brett Schnittlich has 20+ years experience as an entrepreneur, investor, and executive. He has served as CTO for market research firms OTX, Lieberman Research Worldwide, and Federated Sample (now Lucid). Brett founded Ibis Software, a healthcare data collection company, which sold to Grey Advertising. He joined Grey as EVP/MD and brokered the sale of Ibis assets to Pharmacentric, rebranding the company as eTrials prior to joining Torre Lazur/McCann Healthcare as CTO. He also served as CTO/managing partner at Hyphen, an Omnicon Company. Brett currently sits on the board of directors for StatSocial and Lucid.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/8707997959574e2db237a72b1e9cc4ee.jpg,
